# Segments csv created Sun Mar  5 10:56:58 2017
# num_ytids=2041789, num_segs=2041789, num_unique_labels=527, num_positive_labels=4020212
# YTID, start_seconds, end_seconds, positive_labels
--iIcadFu9c, 10.000, 20.000, "/m/04rlf,/m/06cqb,/m/09x0r"
--iPg0YP4dk, 30.000, 40.000, "/m/01z7dr,/m/04rlf"
--iQZuCF9wY, 30.000, 40.000, "/m/04rlf,/m/06j6l"
--iSerV5DbY, 120.000, 130.000, "/m/03wvsk"
--iSl6d_EAM, 50.000, 60.000, "/m/03qjg,/m/04rlf,/m/09x0r"
--iXRnZ3txQ, 29.000, 39.000, "/m/04rlf"
--iY3Bf4hDg, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07y_7"
--idyTlu0g4, 30.000, 40.000, "/m/09x0r"
--ilZ7SES3w, 30.000, 40.000, "/m/04rlf,/m/07yv9"
--ip67RoGwo, 30.000, 40.000, "/m/025td0t,/m/04rlf,/m/09x0r,/t/dd00033"
--ivFZu-hlc, 30.000, 40.000, "/m/07r04,/m/07yv9"
--j3xgPYe9M, 30.000, 40.000, "/m/09x0r"
--j5O-EaSUM, 30.000, 40.000, "/m/015p6"
--jGnLqFsQ4, 24.000, 34.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
--jHw0wbVXQ, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/09x0r"
--jK6dtaoOQ, 50.000, 60.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125"
--jS5BsdVew, 30.000, 40.000, "/m/09x0r,/t/dd00127"
--jTDq9QGzk, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--jUrlpRTlo, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--jc0NAxK8M, 30.000, 40.000, "/m/07yv9,/m/0k4j"
--jhZeiI_6M, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--jnaOeI5r8, 30.000, 40.000, "/m/04rlf"
--jtsdpse9k, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07y_7"
--jvWxZZzeM, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--jx9vb7eKE, 30.000, 40.000, "/m/02lkt,/m/03mb9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/08cyft,/m/0m0jc"
--k3DJigNhg, 30.000, 40.000, "/m/04rlf,/m/0ggx5q"
--k9htntelY, 30.000, 40.000, "/m/04rlf,/m/09x0r,/t/dd00128"
--kCKlcN9C8, 30.000, 40.000, "/m/09x0r"
--kF46vQ6VU, 30.000, 40.000, "/m/026z9,/m/04rlf"
--kHN6Uob1E, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--kHgSVePQw, 30.000, 40.000, "/m/026z9,/m/04rlf"
--kHiEBhTNI, 0.000, 10.000, "/m/04rlf,/m/09x0r"
--kRd6XGG4I, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--kRfbJyAQg, 0.000, 5.000, "/m/09x0r"
--kTETA9ZzA, 30.000, 40.000, "/m/04rlf"
--kUhSOOkvs, 30.000, 40.000, "/m/02v2lh,/m/04rlf"
--kVEDML3qw, 30.000, 40.000, "/m/04rlf"
--kVrotTC6g, 30.000, 40.000, "/m/04rlf"
--kYBfYfwxw, 30.000, 40.000, "/m/04rlf,/m/07gxw,/m/09x0r,/m/0gywn"
--kaN83YtzM, 30.000, 40.000, "/m/04rlf,/t/dd00003"
--kaeOvwJlA, 30.000, 40.000, "/m/04rlf"
--kcclzNEZQ, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066"
--kh6cIR6AA, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--kkb_8bfvA, 30.000, 40.000, "/m/09x0r"
--knIHXzDiY, 30.000, 40.000, "/m/09x0r"
--ktHiYAeA4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--kueAlXftg, 30.000, 40.000, "/m/04rlf"
--l2R3DUN88, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--l4G3BkkOE, 110.000, 120.000, "/m/09x0r,/t/dd00125"
--l53mSuSlM, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--l78zZ-6Ks, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--l7xfUFwc8, 0.000, 10.000, "/m/06wzb,/m/07rjwbb"
--lA0IbgZrU, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--lBg6V8Cik, 30.000, 40.000, "/m/04rlf"
--lDnkIKNEE, 30.000, 40.000, "/m/01xqw,/m/04rlf,/m/0l14_3"
--lFrFU2GsI, 30.000, 40.000, "/m/09x0r"
--lKG9D8UmI, 10.000, 20.000, "/m/09x0r"
--lKwp2nVm0, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00067"
--lNhjdnZTk, 20.000, 30.000, "/m/04rlf,/t/dd00037"
--lQW5BC1Z4, 30.000, 40.000, "/m/09x0r"
--lUVriJnIg, 30.000, 40.000, "/m/04rlf"
--lcezdo3v8, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--ldYMAYXv4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--lhVs5mPp0, 30.000, 40.000, "/m/01z7dr,/m/04rlf"
--liEN7v7_Y, 30.000, 40.000, "/m/04rlf"
--ljM2Kojag, 30.000, 40.000, "/m/012n7d,/m/04rlf,/m/07yv9"
--lnF06L_Gw, 5.000, 15.000, "/m/09x0r"
--loQn6BCNI, 0.000, 10.000, "/m/02zsn,/m/09x0r"
--lsmeQgHAA, 360.000, 370.000, "/m/015lz1,/m/07rwj3x"
--lxJuuGKaY, 30.000, 40.000, "/m/09x0r"
--m3t1aj-Kw, 30.000, 40.000, "/t/dd00004"
--m42cD6P7M, 21.000, 31.000, "/m/01h8n0,/m/04rlf,/m/09x0r"
--m7EHeOceI, 30.000, 40.000, "/m/02qldy,/m/09x0r"
--m7IGVXo1U, 30.000, 40.000, "/m/04rlf"
--mEDTJDsR8, 30.000, 40.000, "/m/04rlf,/t/dd00035"
--mEupv0N68, 30.000, 40.000, "/m/09x0r"
--mJJBehszo, 30.000, 40.000, "/m/04rlf"
--mLiYvPz5o, 30.000, 40.000, "/m/04rlf,/m/04szw"
--mLk4yuY0o, 30.000, 40.000, "/m/09x0r"
--mMv-eQ2yQ, 30.000, 40.000, "/m/03fwl,/m/0jbk"
--mS5DqWWYI, 30.000, 40.000, "/m/09x0r"
--mbk4rrf_w, 30.000, 40.000, "/m/09x0r"
--mjf5t6EpM, 250.000, 260.000, "/m/09x0r"
--nDuZejKnA, 30.000, 40.000, "/m/04rlf"
--nE8t_a35E, 30.000, 40.000, "/m/04rlf"
--nP2zQfhfs, 24.000, 34.000, "/m/04rlf"
--nXIEA2qH4, 150.000, 160.000, "/m/09x0r"
--nZlHfGCD0, 18.000, 28.000, "/m/01yrx,/m/04rlf,/m/068hy,/m/09x0r,/m/0jbk"
--n_p53msdg, 5.000, 15.000, "/m/025td0t,/m/04rlf,/m/09x0r"
--nc3GoEH28, 30.000, 40.000, "/m/04rlf,/m/0ggx5q"
--ncc40WrWo, 30.000, 40.000, "/m/02lkt,/m/04rlf,/m/07s72n"
--nh7mya5O8, 11.000, 21.000, "/m/09x0r"
--nv9HS0aKo, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--nzQFaV6NU, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--o6KzKx5s4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--o8dxG-LFk, 480.000, 490.000, "/m/03r5q_,/m/04rlf"
--oRtwi5Ie8, 30.000, 40.000, "/m/09x0r"
--oV3MJbTXg, 30.000, 40.000, "/m/01z7dr,/m/04rlf"
--oXxrOAx7k, 30.000, 40.000, "/m/09x0r"
--obVyYWq6c, 50.000, 60.000, "/m/06bxc,/m/0glt670"
--oriQhVPhI, 30.000, 40.000, "/m/09x0r"
--ouwdPmto8, 30.000, 40.000, "/m/09x0r"
--ov03_5x2U, 30.000, 40.000, "/m/04rlf"
--ownTh3L54, 180.000, 190.000, "/m/015lz1,/m/05r6t"
--oxaYE0Yxc, 30.000, 40.000, "/m/09x0r"
--p-rk_HBuU, 30.000, 40.000, "/m/04_sv,/m/07yv9"
--p4YC0tmMs, 22.000, 32.000, "/m/04rlf,/m/09x0r"
--p8Ug548to, 30.000, 40.000, "/m/04rlf"
--pCuL6A3xg, 30.000, 40.000, "/m/04rlf"
--pFoUa2BOw, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--pHYLUC2e4, 30.000, 40.000, "/m/0c1dj"
--pK1rzpBz0, 30.000, 40.000, "/m/04rlf"
--pQ2j2x10I, 120.000, 130.000, "/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
--pTDq-Dw4E, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--pV37_3ECE, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--pVc4d5im0, 120.000, 130.000, "/m/01qbl,/m/026t6,/m/02hnl,/m/02mscn,/m/03qtq,/m/04rlf,/m/04szw,/m/06rvn,/m/0bm02,/m/0l14md"
--pZkwzEmjU, 30.000, 40.000, "/m/04rlf"
--pdLFvB5eo, 50.000, 60.000, "/m/09x0r"
--pti5H-xYc, 30.000, 40.000, "/m/04rlf"
--pxDZWB_fQ, 30.000, 35.000, "/m/09x0r"
--q-weCxdVg, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
--q93P5mLuk, 30.000, 40.000, "/m/04rlf"
--qEmwsjbkw, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--qEoNMshyY, 0.000, 10.000, "/m/02bxd,/m/04rlf"
--qIbGgyCVI, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--qS-tOzHsE, 30.000, 40.000, "/m/04rlf,/m/06j6l"
--qT7KiCpEE, 30.000, 40.000, "/m/06h7j,/m/09x0r"
--qUiE6EdxI, 0.000, 10.000, "/m/01d3sd,/m/09x0r"
--qVHPSWM-w, 30.000, 40.000, "/m/07yv9,/m/09x0r"
--qWkjf5Ghg, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--qXTWmzUKA, 30.000, 40.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--qdoE5WgB8, 370.000, 380.000, "/m/09x0r,/t/dd00125"
--qgkau0fZo, 30.000, 40.000, "/m/0326g,/m/04rlf,/m/0g293"
--qq9U7FpWo, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c"
--qs21isg3Y, 11.000, 21.000, "/m/09x0r"
--qsECcA_3U, 220.000, 230.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/t/dd00125"
--qsSL4UdzM, 440.000, 450.000, "/m/0llzx,/t/dd00125"
--rBe2ZPpzY, 30.000, 40.000, "/m/012f08,/m/07yv9,/m/09x0r"
--rC9wZ8N7Y, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--rDsIL-b9k, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--rHAzFGKBc, 30.000, 40.000, "/m/09x0r"
--rHw5z3Jkg, 30.000, 40.000, "/m/04rlf"
--rPnJXgfHE, 120.000, 130.000, "/m/0gywn"
--rSKL-i6qQ, 30.000, 40.000, "/m/0mbct"
--rTQamCNYU, 30.000, 40.000, "/m/09x0r"
--rY9hY97io, 30.000, 40.000, "/m/02p0sh1,/m/04rlf"
--rbNFDOOHU, 30.000, 40.000, "/m/04rlf"
--rr-6CQ8N4, 16.000, 26.000, "/m/04rlf"
--rt4GBg8Wo, 30.000, 40.000, "/m/09x0r"
--rzGtVsGzY, 30.000, 40.000, "/m/07qsvvw"
--s-7px31Ks, 30.000, 40.000, "/m/09x0r"
--s1UbFpxtM, 0.000, 8.000, "/m/09x0r"
--s5KmRV5z8, 30.000, 40.000, "/m/09x0r"
--sBoaqBlzA, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--sDlS3NsNU, 30.000, 40.000, "/m/04rlf"
--sEQb9P768, 30.000, 40.000, "/m/02lkt,/m/04rlf,/m/07s72n"
--sIMPsphRI, 10.000, 20.000, "/m/01j3sz,/m/05tny_,/m/068hy,/m/07rgt08,/m/07s04w4,/m/09x0r,/m/0bt9lr,/m/0jbk"
--sKLKb5XtE, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--sOMM4wxq4, 30.000, 40.000, "/m/09x0r"
--sXxZRMoNk, 30.000, 40.000, "/m/09x0r"
--saFcrNP5Y, 30.000, 40.000, "/m/04rlf"
--sbZ5YMSm4, 30.000, 40.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--sbrNp23po, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--skaj3-y3I, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--swGe7sL4Y, 50.000, 60.000, "/m/025td0t,/m/04rlf"
--sxUZQz9h0, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--szkzAaYBA, 30.000, 40.000, "/m/09x0r,/t/dd00005"
--t3qptsxks, 30.000, 40.000, "/m/09x0r"
--t8Ey04mVM, 30.000, 40.000, "/m/04rlf"
--tANWkwFzc, 21.000, 31.000, "/m/09x0r"
--tJ4CjXfr8, 30.000, 40.000, "/m/04rlf"
--tMADy9FY0, 30.000, 40.000, "/m/04rlf"
--tZJm4nh1Q, 190.000, 200.000, "/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/04rlf,/m/04szw,/m/0bm02,/m/0l14md"
--tbJs6px00, 4.000, 14.000, "/m/09x0r"
--tk5bEZolw, 30.000, 40.000, "/m/09x0r"
--tnGc3HiUo, 30.000, 40.000, "/m/0l14jd,/t/dd00003,/t/dd00004"
--toPErUDiQ, 30.000, 40.000, "/m/04rlf"
--trGfANYmI, 30.000, 40.000, "/m/04rlf"
--treH6FRNI, 18.000, 28.000, "/m/04rlf,/m/09x0r"
--tsENImDFw, 30.000, 40.000, "/m/04rlf,/m/064t9"
--tsKEf7uUs, 30.000, 40.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
--tvf9EFWCM, 480.000, 490.000, "/m/015lz1"
--u42pQBaNQ, 30.000, 40.000, "/m/04rlf"
--uFIgGvzAA, 50.000, 60.000, "/m/04rlf,/m/09x0r,/t/dd00126"
--uUROBxyes, 30.000, 40.000, "/m/04rlf"
--uVF--g12s, 0.000, 10.000, "/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
--ub0qePOhs, 30.000, 40.000, "/m/04rlf,/t/dd00004"
--udbrk5nqs, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--uhc3sHpTM, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00067"
--umMWSr6pY, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--uryjGi4e8, 30.000, 40.000, "/m/04rlf"
--uvSWYjVUQ, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--v1WjOJv-w, 150.000, 160.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j"
--v3X0Ws0Z8, 30.000, 40.000, "/m/09x0r"
--v7FsvvYng, 40.000, 50.000, "/m/015p6,/m/07rrh0c,/m/09x0r,/m/0h0rv,/m/0jbk"
--vBGs-r5KQ, 30.000, 40.000, "/m/09x0r"
--vF7bKVJT0, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--vNTGP0KUI, 30.000, 40.000, "/m/04rlf"
--vNfjUwxnc, 30.000, 40.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--vPt3oQiUA, 400.000, 410.000, "/m/015p6,/m/04rlf,/m/09x0r"
--vaR52CM6k, 30.000, 40.000, "/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
--vfA9WgxO8, 0.000, 10.000, "/m/04rlf,/m/09x0r"
--viZL0Blww, 30.000, 40.000, "/m/04rlf,/m/09x0r,/m/0l14j_"
--vms4kmlRE, 30.000, 40.000, "/m/09x0r"
--vms4ks-AI, 30.000, 40.000, "/m/04rlf"
--vndcaAq84, 30.000, 40.000, "/m/04rlf"
--vrQOJyIZU, 30.000, 40.000, "/m/01v1d8,/m/04rlf,/m/09x0r"
--vsE7I4kxY, 21.000, 31.000, "/m/04rlf"
--vtHVr4tVs, 30.000, 40.000, "/m/09x0r"
--vx1LwKmwo, 30.000, 40.000, "/m/09x0r"
--vxCdoNjlU, 30.000, 40.000, "/m/04rlf,/m/06bz3,/m/09x0r"
--vxTNZNRJc, 30.000, 40.000, "/m/09x0r"
--w-9w62mCA, 30.000, 40.000, "/m/09x0r"
--w2XfejYOM, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--w3fFIHw1g, 30.000, 40.000, "/m/04rlf"
--w5w_MKO4U, 30.000, 40.000, "/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00004"
--wGZAh4VQQ, 160.000, 170.000, "/m/09x0r"
--wH-KgQxe4, 30.000, 40.000, "/m/04rlf"
--wXTFt07pw, 30.000, 40.000, "/m/09x0r"
--w_UFNJ3QE, 30.000, 40.000, "/m/04rlf"
--wa_2e8_x0, 30.000, 40.000, "/m/04rlf,/m/0gywn"
--wcrBPk8uA, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
--wi8HeSO04, 30.000, 40.000, "/m/04rlf"
--wmg_Ze7mA, 22.000, 32.000, "/m/09x0r"
--wn_YYXeKM, 30.000, 40.000, "/m/025td0t,/m/04rlf"
--wrgMpqRUA, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--wtw8SRRvc, 30.000, 40.000, "/m/015lz1,/m/04rlf"
--wuU7kzB5o, 30.000, 40.000, "/m/07r04,/m/07yv9"
--x-LA0FZCY, 30.000, 40.000, "/m/025td0t,/m/04rlf,/m/05rwpb,/m/09x0r"
--x2hrwBV1s, 30.000, 40.000, "/m/02x8m,/m/03_d0,/m/04rlf,/m/0ggx5q"
--x2v4WepHw, 170.000, 180.000, "/m/01j4z9,/m/09x0r"
--x6LTwa-k8, 0.000, 7.000, "/m/04rlf,/m/07bgp,/m/07q0h5t"
--xDCyf8_so, 10.000, 20.000, "/m/03m9d0z,/t/dd00092"
--xDffQ9Mwo, 30.000, 40.000, "/m/012f08,/m/07yv9,/m/0k4j,/t/dd00134"
--xFA5Ot75o, 2.000, 12.000, "/m/04rlf"
--xJurJrYQg, 220.000, 230.000, "/m/04rlf,/m/05pd6"
--xM6mKHUw0, 110.000, 120.000, "/m/09x0r"
--xTy2KzeX0, 30.000, 40.000, "/m/04rlf"
--xX4qlPXCM, 30.000, 40.000, "/m/04rlf"
--xpDA5F_3U, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
--xphBsUEdQ, 30.000, 40.000, "/m/09x0r"
--xtQU-Wmp4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--xxTngdXYI, 5.000, 15.000
