# Segments csv created Sun Mar  5 10:54:31 2017,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527
YTID,start_seconds,end_seconds
WxaM1IuJ2QU,110,120
Wy-PhjWxheo,200,210
Wy49nszOnxo,210,220
WyA0Qr2fe3E,30,40
WyNgaxyxRg4,30,40
WyWE44m1TtA,23,33
WyaU4TNcVl8,30,40
WyqyK87HomE,70,80
Wyw6Rsu6xLg,10,20
Wz1z-vzrI-4,20,30
Wz2hEyCsYaQ,30,40
Wz7D625yZoY,320,330
WzNqNDVJ_LU,160,170
WzYcE_bC18A,30,40
WzbKUBbk7Ts,100,110
WzmHLHBxn9U,320,330
X-5UcZiOIhQ,460,470
X-HU3HGEUdE,70,80
X-Prd0o2MAA,30,40
X-TC9dZGm70,190,200
X-uVubaJ3II,60,70
X0C6SygZ0fU,60,70
X0MN34Us6eE,30,40
X0hfH78ugLU,30,40
X18W4Eowzfw,90,100
X1KJfb5xhr4,50,60
X1PrlTv4_jw,190,200
X1zFnyEe3nE,260,270
X21JXIO-Tec,30,40
X28GWrn9LlI,110,120
X2Urv2KkQqU,220,230
X2gHQb5ubco,280,290
X2wvjff15Ro,130,140
X3Txrreq730,30,40
X3fziI3RKyY,20,30
X3l9ym6LGjc,230,240
X3oKtSW0Q-E,20,30
X45fDtMYRhA,390,400
X4EPn1FacaQ,180,190
X4IlOyuiXfM,490,500
X4jIkctapb8,40,50
X4wBO7I07So,570,580
X57kxGGTXdo,100,110
X58uoAvFRWI,60,70
X5IdtqFf95g,220,230
X5dQo33lJJk,30,40
X5s1jA9YJlo,30,40
X62-7mo72jA,90,100
X6Q53uXgaHc,30,40
X6f9wMeSFBo,20,30
X6l2VNPg9hE,30,40
X7UGw9kkFwQ,150,160
X7pRreOoj_8,30,40
X7vPngx_TcE,0,10
X7weoQRFmc0,100,110
X7xaKtMFzGI,0,10
X7zVC0KQ6zA,18,28
X82FrnpBxNY,30,40
X83qvgYnmOM,0,10
X8XwuQX0lWE,30,40
X9H8FzpVL8s,310,320
X9Un4j8aZwY,30,40
X9dcrqoyMkQ,200,210
X9hvlt1kkIM,14,24
XA6HemAyKuY,40,50
XAJN8G5gK90,240,250
XBWifeqlq6s,140,150
XBbN1p-n01I,170,180
XBunIO84ZWY,20,30
XCNkZ9UVP9o,30,40
XCQMJXkI5bA,230,240
XCX7grfbrwQ,20,30
XCX9tN0B5V0,70,80
XCbGJ-bIkmg,160,170
XD9vxNyRvrw,30,40
XDrm1hGA6tc,30,40
XDwyGwyglMg,0,10
XE9GjWthDAA,490,500
XEG1OdTNlKM,90,100
XEIP1OUXU8E,140,150
XEMRUg98OY4,40,50
XEO3DdfIhMI,30,40
XEYvI2jrwDg,50,60
XEne36YxyKI,130,140
XFNtGbh_gaY,10,20
XFtUpf67mg0,30,40
XG2sb0DMldY,30,40
XGaBTuvv_VU,30,40
XGfA38HUdNU,30,40
XH1BZd0yNRU,330,340
XHAXjRPXH2Q,110,120
XHSVMTR6FEg,16,26
XHZ3Ui5nTEg,10,20
XHczpbtBhk4,0,10
XHimm5QTqBE,0,10
XI-tRuDZ6HA,100,110
XI2c9yptr4U,150,160
XI9CNsX6JSE,230,240
XIGtpkq5u6w,10,20
XILyHZyyCik,140,150
XINlEYXA3k0,30,40
XIj5BcRodWY,30,40
XItLyoEzzCo,0,10
XJ01JOlRJRM,90,100
XJ1yEQRLHLc,10,20
XJBcz6W8dFY,440,450
XJDF61bqWPE,30,40
XJXn88r9ys8,280,290
XK29CRPp4l4,30,40
XKDr1e4_TkQ,150,160
XKFk3hHAOf4,30,40
XKK1pc3u4d8,20,30
XKhRBY3qny8,30,40
XKi2-b3YrWY,310,320
XKmNaJpeHcY,110,120
XKvLkIM8dck,40,50
XLA81zDo5VU,0,10
XLRrNasM1Co,150,160
XLbkZY71KSA,21,31
XM4P7g2ubRY,550,560
XM4hxyK-Ddo,30,40
XMBE7ztd480,110,120
XMaU4A2jkxY,30,40
XMnYysJlDl0,30,40
XModQLyMHb4,60,70
XMzGhP6NKas,30,40
XNJhMEOpYdE,30,40
XNTNSQguxms,30,40
XNlFs7Yjauk,40,50
XNs8O_d_efM,0,10
XO-jdMRiWCY,30,40
XO-ywf9hD7w,10,20
XOLVI1bgxqk,170,180
XORs5AM0Jo8,30,40
XOZSCrpyFbg,80,90
XOhusAD3lGo,30,40
XOsHEjo-RSg,180,190
XOxt248tawU,160,170
XP8F1T7dk94,40,50
XPGtOugQ69U,290,300
XPY6e7tw47o,30,40
XPYxNXvrPNM,210,220
XPhPbTbjYM0,100,110
XPyCWnbii9Y,180,190
XQ6NlRJyX_A,50,60
XQRV2Ams5js,20,30
XQdH5n5Cao8,70,80
XR2dEf-pkS0,28,38
XREr4wTwG04,30,40
XRHeXdE2VQ4,20,30
XRQyoAk-Qz0,30,40
XSB9zHU21Hg,150,160
XSaOyGwc5rc,30,40
XSh821m9sV0,370,380
XSj8rxGME6k,70,80
XT7uJhsKW8U,30,40
XT7wZgs3BnI,170,180
XTdcUm5Tt6A,40,50
XUIizI20wDI,380,390
XUX3k4g4Jp0,100,110
XUYR6KOkHkE,250,260
XUaXlhcVxbs,160,170
XUz3VaGUsjk,170,180
XUzaEsoOlWQ,180,190
XV2YZxYjkUM,50,60
XV9PD_mch6U,170,180
XVJvCtE1hEU,110,120
XVPC_DCdRms,310,320
XVPapoUWaFY,80,90
XVp7GFJgnMI,10,20
XW1WkG6ADtQ,30,40
XW6tS4zAZ5E,10,20
XWVGQbfpA0k,130,140
XWhmLbnrtd0,160,170
XWj7nP7kfdQ,280,290
XWmFfFx24zs,350,360
XX1ZzfFvYPc,460,470
XX5YSKVwVe0,30,40
XXGQb0FSuHQ,60,70
XXMjPTrcjP4,110,120
XXNuAH_jZ_8,390,400
XXRYchSTnbY,210,220
XXZZfx6mwsk,90,100
XXdPZMsrBd4,370,380
XY94GCgWMZM,190,200
XYBHULfewJs,190,200
XYJZIwYzf60,200,210
XYPJ9VI3B4Q,110,120
XYPiz3D1wLc,170,180
XYQnMxWnetY,80,90
XYStLmRuFEM,140,150
XYXXNNt97NI,230,240
XYauTWG07Zw,0,10
XYgSHOWNE0M,30,40
XYkknYZ9xjY,410,420
XYriGukFKcI,30,40
XZF7wso1wKs,110,120
XZLcN0vQhmc,10,20
XZX89FQUOXQ,30,40
XZZieYFhtxE,70,80
X_6bDtRhpog,0,10
X_NzE9t2OQY,10,20
X_qeK3NFNuw,130,140
X_tOaynPsxo,90,100
XaHTDVnA8sY,150,160
Xadfaan-9bU,30,40
XalMIYYgHt0,130,140
Xaq-segSEsQ,160,170
XaqVAF-ADWU,10,20
Xazsdjxx8lM,170,180
XbT0lH7FifU,290,300
XbqcSSoRhk0,30,40
XcDZuzsjbcc,460,470
XcGHrUDT8P8,30,40
Xcxa3iDFvno,30,40
XdBf_omYIO4,30,40
XdO4uQn7yiU,10,20
XdZY2sQ4Xe0,6,16
XdiEakvHpPA,220,230
XdxTZ4-sJvY,260,270
Xe59DpKa-O4,30,40
XeL3BAgfvz8,430,440
XefOyd1nRUU,10,20
XeqE7ZHdJZg,30,40
XeygOewgRt8,20,30
XfJjyP-rt-k,240,250
XfKJ1DpL0uU,24,34
XfLI8gHCuFE,90,100
XfUzFy5rCKY,30,40
Xfagd-HNyWM,10,20
Xfe1bdYjvb4,60,70
Xfg6xJ9MUHM,130,140
Xg8M-8BqTGs,30,40
XgDNAO2IDjE,570,580
XgLQ4gHHb8g,30,40
XgLUXNAC7b8,10,20
XgM9ihFTlqM,30,40
XgXOW3lX25Y,110,120
XgzRQ8OD8TE,30,40
Xh2DEUUR7QU,30,40
XhAANob18_8,150,160
XhUySw_CMg4,340,350
XhV4zf-Xlmk,170,180
XhVhsLCnFmY,60,70
XhZ9XeZNsdI,30,40
Xi-NFemvoIU,30,40
Xi2Taxbihn4,0,4
XiGv27-9itM,5,15
XiPe3JrFHpc,30,40
XiRGtNmlvfU,9,19
XilujFwtQFA,410,420
Ximk6BHj9nE,30,40
XjFRkxJWMJk,30,40
XjGm3Bn4j5k,80,90
XjW00FUtbhI,40,50
XjjxnpDBzBc,50,60
XjzeWI8ZEzA,11,21
XkDO2UxX4Lo,20,30
XkExQOFQCM8,17,27
XkRPrxuuD9U,0,10
XkmjuGkVPfk,30,40
Xkru8IAMp1g,340,350
XkvEg4aBdWs,120,130
Xl4RSHQsnl8,30,40
XlYMElBZO8A,140,150
XlxkL0UpLMQ,20,30
Xm-PEoPcmrE,0,10
Xm2ciX0_UP8,150,160
Xm9tBd0MLtE,90,100
XmMN-6g1L8w,130,140
XmuBPo8U6qY,0,10
Xn0wIqnt_44,220,230
Xn9o4D_leMU,40,50
XnHAH2aPHk0,30,40
XnK_AGrCTxo,40,50
XnYvMhy1_qM,50,60
XngB5MAPRgU,0,7
XnibuIbqrzs,110,120
Xo-X4z4TEuo,30,40
Xo6caJ4tcC4,50,60
XoDbqos7Cww,20,30
XoQEJvNdO0c,250,260
XoTJkok3FlY,150,160
XoW74xBjp3A,30,40
XodJJus6Xu0,510,520
XoddRMvLfnw,30,40
Xoma_14dg08,10,20
XpKCBBd1QRs,150,160
Xpg-qANUapo,40,50
XprqiWeGihg,7,17
XpueyrkcMyQ,280,290
Xpw3etLGLIY,140,150
XqJXjpvJTzA,30,40
XqJszkIpSgY,28,38
XqKTmEvqFSo,40,50
XqhTI9WayMU,180,190
Xqn5dl27WY0,260,270
Xqund-yvNGY,30,40
Xr8dPidz08s,110,120
XrKDtjFM9Ec,290,300
XrLmM8bZTZA,310,320
XrOlRy6s_B8,30,40
XrQPypntFO0,10,20
XrUun8LXfpY,30,40
XrZ1GJhgS9k,370,380
XrmP67QUSUg,10,20
Xs-io7fGANo,70,80
XscNEv9tX5U,30,40
XsdxXWW8-38,290,300
Xsgu2efvbC4,30,40
Xsvi5Mgl3qo,70,80
Xsw826-mXdI,100,110
XtXEMn7Qjds,540,550
Xu0J2UiyinY,580,590
XuBj6siHCTk,30,40
XuS3-gORs-o,30,40
XuTgmkG4WhE,350,360
Xu_rLbF-wxc,200,210
Xug8OJNzEvI,70,80
XuiQawatxls,60,70
XusuUFFrRo8,40,50
Xv9dwDAfTyI,30,40
XvKrLLfToV0,30,40
XvMzLnl9wk8,30,40
XvN-qr-WYmw,110,120
XvmEoAVABfM,100,110
Xw2a8HSie3c,190,200
XwU74AqNw3o,30,40
XwhstLcLfn8,30,40
XwtRtbGRRGs,30,40
XwvSH85pVXY,360,370
XxKlsW4H0qo,30,40
Xxga0d9ZDuc,0,10
Xxte4Ez0FcM,10,20
Xxtk3m9i2l0,30,40
Xy6qCeE_6rE,30,40
Xy8fR4pJNmo,200,210
XyZr2exJOco,100,110
XyfAaFMO7IM,520,530
Xyf_kzNG-iA,350,360
XzBFqu8fI68,120,130
XzRxO8n3WRE,420,430
XzUYSTdiGlg,50,60
XzWs0UMTYB0,150,160
XzlDa1dzUh4,0,10
Y-CDakgc2Lc,30,40
Y-TEL35biuc,30,40
Y-gkPWlrVYw,0,6
Y-lELWUVeCM,30,40
Y-p1KMQnPtw,50,60
Y-r7A-ybvH8,330,340
Y0-ey72J8oo,40,50
Y0Aibvz4GS0,160,170
Y0GVlpaZp3c,100,110
Y0_Ixl1d7oQ,30,40
Y0wlLMIGmA0,190,200
Y1ItBiA8nKU,30,40
Y1gheqplpIg,10,20
Y1l6PScgwmM,20,30
Y1seszysXug,0,10
Y21IwG4tDP8,40,50
Y23XRUQeDuI,50,60
Y27yN54l4kE,30,40
Y2J6E1TbxnY,360,370
Y2MwHholr3c,30,40
Y2cojVBuAUQ,30,40
Y2d6CF3bY8k,450,460
Y30BcbaayIc,160,170
Y359flFetew,140,150
Y3HULVoAkEo,80,90
Y3MuQYc1pxI,30,40
Y42qaZo9fgQ,50,60
Y4RIsY3-0XI,3,13
Y4TEp8xLTUM,30,40
Y4ZfaaOnN54,110,120
Y52Hmsm39SQ,380,390
Y5I59AX_8IM,180,190
Y5LrkFqsQiA,70,80
Y5VOsLeh4m4,160,170
Y5Yz9n5cHNU,170,180
Y5qfT4o5mS0,90,100
Y5rrnu_DdaI,310,320
Y62ZeqABtN0,90,100
Y67tT0o2hX0,70,80
Y6Gqm-gH7MQ,10,20
Y6OOFbrzdP8,30,40
Y6m71zqm1QA,130,140
Y6zkX_a9OQ8,30,40
Y7A_l2g2QzI,20,30
Y7RRpZxa788,30,40
Y7_uml59o94,10,20
Y7gHO40N114,30,40
Y7pNQrunGVg,250,260
Y8AB0YA4Jtw,170,180
Y8f_2TVBSU8,200,210
Y8gs9hvqRUY,14,24
Y8i-j0cX9nY,80,90
Y8plCTF8xsY,20,30
Y8sHHzZ6bS8,0,10
Y8svkK7d7sY,30,40
Y93yBzxqtJ0,110,120
Y9VbO6tYiBQ,200,210
Y9YhG2CFTz0,20,30
Y9iRveRVZpQ,0,10
Y9mLvKjYZfc,200,210
Y9ys-Yx5_j0,10,20
YABeQ0ipHf0,70,80
YAVVMxqtxGE,40,50
YAYp2E5vMNw,310,320
YAhRe80ue28,0,10
YAubvoQv7uI,0,10
YB28WMv7wUE,0,10
YB3n7rkGq3I,240,250
YB59UCftnr8,0,10
YBCYwcqxRQU,80,90
YBRq3iGL9Ww,70,80
YB_PzRgHOeo,30,40
YBbvQ0RPrG8,100,110
YBiSoKph78E,0,7
YByNLBvfpiw,370,380
YCIQHsVCPWo,530,540
YClFceJYHvk,110,120
YCmipoFz5zI,120,130
YCobXhRcLZk,50,60
YCy_jDZJy3Y,230,240
YDBxdZchOuM,230,240
YDZXsENBg5g,400,410
YDbxalELOOs,210,220
YDh36ZdneAU,180,190
YDkW3a9M6fg,0,10
YEIR-hmqFWU,20,30
YEaVU-9ocKo,30,40
YEdnv2gZBhM,200,210
YEi81JKXmL0,70,80
YEpjvq6S68w,30,40
YErpnsceZw8,50,60
YEwikeeqF38,330,340
YFHqHSc9AXU,30,40
YFSopiUbIRM,210,220
YFav6eKmtWo,0,10
YFhbrSUb0JQ,10,20
YFi-jYCdgS8,190,200
YGE_k0h00nY,120,130
YGNBzNCHsd0,10,20
YGWweVRzFrw,110,120
YGYKAG2q19o,370,380
YGaGCXdsI-Y,500,510
YGenlMuNFoM,30,40
YGumZyGZu-E,110,120
YGv1xUgz2pY,30,40
YHFy3GD9imI,30,40
YHW0XmpLi2k,0,7
YHj6tdG-6JU,140,150
YHo2rAPFdoU,100,110
YIBi4xyIXiQ,20,30
YIEoZfu9faA,490,500
YIJBuXUi64U,30,40
YIjFAtLzKv8,180,190
YIju3UFD-ow,200,210
YIoWSPdcr8k,200,210
YIpPFMSUbZc,170,180
YIxvfaehMpk,70,80
YJ4c5atUjsE,260,270
YJG1Zz097M4,60,70
YJKZVSvz1Bk,100,110
YJ_4heCzFnQ,160,170
YJkAk9BlcI0,120,130
YJuXeTc2Fsw,30,40
YJyZriIF7fw,16,26
YK1AEw1kf28,60,70
YK4t2OGhddE,30,40
YKFVMnQqoWI,30,40
YKjkaPNJOXk,30,40
YKzNvH8wx6E,280,290
YL6LFjxNjiI,10,20
YLMV2r2ZQeM,30,40
YLSlyK8-Bvo,30,40
YLlbLSNxdQ4,200,210
YMG0foV0ZYk,60,70
YMHAc6ziM5A,30,40
YMKciM-oVeo,330,340
YMOX56rEX6Q,20,30
YMnELqtZJmw,0,4
YMqY9e4ZXB4,10,20
YMrF9YkALDE,8,18
YNC4yZVH6NI,50,60
YNMfgbouTh0,160,170
YN_eWjobUjQ,350,360
YNgkm5Yfdvs,200,210
YNlfW5Cm5MM,100,110
YNoR-SR5t1s,30,40
YNvlbMtntto,300,310
YO0oquE14j0,0,10
YODoF8e7Jlk,170,180
YOG_PPvTvW0,140,150
YOlATZrF6EA,420,430
YOnBu8CClmQ,21,31
YOsejFBEXTY,80,90
YPo0dORPS-4,70,80
YPsXDkfRyEI,50,60
YPtD_oiFqPg,30,40
YQNZDhQUTOM,210,220
YQS_Ucd-t-U,0,10
YQek7olb9JM,220,230
YR-T5pH2qLg,3,13
YSXrSxC68VM,30,40
YT1VYFoeE1I,250,260
YT7qvQiwwUY,30,40
YTJfrKunnD0,30,40
YTP7YMaEm1s,20,30
YTPs0m69FVE,170,180
YTYj8Bk0qM8,30,40
YTapjEIgzkI,21,31
YTkFdOq3ed0,16,26
YTmLWkplNCI,280,290
YTwIjvcpAUg,30,40
YUbhLE1gYGo,130,140
YUhIbX0xn_E,30,40
YUtrI5mnqKM,180,190
YUzyhL4gCvU,30,40
YV95e7uBRG4,0,10
YVEqyQjyy1Q,170,180
YVFCuenVqpI,590,600
YVLoWLEfAxk,6,16
YVb3KEwK1Uc,30,40
YVdHpVLby5I,50,60
YVjc-rXxA8E,30,40
YVosw7OgOJw,90,100
YVt4AMfsdfQ,520,530
YW4AKwkpYxs,10,20
YW98-xqqz7o,30,40
YWR1uWi2VjA,30,40
YWVL47Wc4u4,10,20
YWkAxIhpRzk,380,390
YX3Q2XDRNts,350,360
YX94Twfsi78,18,28
YX9vPMTFeoM,10,20
YXDHyD4HU0E,160,170
YXRX1kVK5UI,100,110
YXY1d7vHcQE,310,320
YXaPIilhh0c,30,40
YXhE8E-Irmw,160,170
YY5CtRUyI_4,140,150
YY8r5R_scho,130,140
YYR8V4txPno,30,40
YYYvZBR_sqA,110,120
YZ5_iMJSlPg,190,200
YZEDMIZZSug,150,160
YZH-PZBir3E,0,10
YZIWNjWIggc,50,60
YZK3fEXs2EE,110,120
YZVRuSPq67M,0,10
YZsH4WvIkxE,40,50
YZvv4hOlNqw,210,220
Y_EoBE7CQe4,30,40
Y_IGnsyr_Z4,200,210
Y_e-1MYPEP8,1,11
Y_jwEflLthg,330,340
Y_q2U2FAOdE,30,40
Ya4iVxUlTp8,20,30
YaDBrt8UpoY,550,560
YaHq56Tm6n4,30,40
Ya_rlzLZTOI,13,23
Yaa_yq4ecog,0,10
Yah2G1CAoCA,30,40
Yamxf-UkucM,21,31
YazYNWimg9Y,420,430
YbVaX67JHnQ,440,450
Yc0w1-1WoRc,80,90
YcBDNtAVx2U,400,410
YcI57jUphwc,30,40
YcfGSJB1YvQ,430,440
YcgvJNRDEGk,280,290
Ycid0vBwqUg,160,170
Yd6uZbjtJ3c,0,10
Yd8JBTdUvrw,30,40
YdLM3obic3w,230,240
YddV91xnUz4,310,320
YdjvBZdrGuo,10,20
YdnIPrnQI20,210,220
YdvKL2PfZTg,50,60
Ye3ZP6MjPsk,350,360
YexQcXnVSzg,20,30
Yf4ezrD3lq4,30,40
YfNxo2vkdUU,10,20
Yfr3NlwLenM,20,30
Yfsx63u4eCI,30,40
YfvmbNmdBrc,30,40
Yg1zqZlst_U,320,330
YgDkN6n7OK4,150,160
YgENtW_ZQl8,30,40
YgHNtjB_he8,200,210
YgPBV3FUXaU,280,290
Yh8EQtMIaCk,250,260
Yh92eKG4ir4,400,410
YhLgb_mzFbs,30,40
Yhx3umz0oDU,30,40
Yi1jOlUeELs,9,19
YiT619aLWTI,10,20
YiU_cHEsGSQ,200,210
Yiau7DypQi0,60,70
Yj7YyxKyXPU,60,70
YjHMUkuZXsg,30,40
YjHTyc6jtP8,90,100
YjTz5y8DnWo,30,40
YjXUdlLkCLQ,80,90
YjYF3k0FVZk,180,190
YjZkBPqh2FI,40,50
Yjk7Fk8Mrv8,340,350
YjmRDFlEql4,30,40
YjpZ1_DKVpU,70,80
YjtSJDUMUqU,200,210
Yk4twV5t_EQ,20,30
YkHPBfPVvOM,140,150
YkJ9ibE9DbA,10,20
YkL2X7wkTm8,10,20
YkLStVBnaW4,160,170
YkWBpSZWhHA,1,11
YkkyC_HpcO8,200,210
YkneDaiLzQ4,30,40
YlZ0YkacIF4,10,20
YlgCFc3OvmI,500,510
Ylpridwt-94,70,80
Ym1xUHvG5Pc,50,60
YmF88BHKvc4,70,80
YmHovVyECBQ,20,30
Ym_FYdVJk6o,10,20
Ympy9vaioiw,0,10
YmwDa5i-50w,70,80
Yn3lDk_QGD8,120,130
Yn9c4eODSvM,30,40
YnAymwBfRPI,430,440
YnBpwFgMWCU,480,490
YnE5ONaXtLY,80,90
YnPBQQ9WQXA,22,32
YnWFJZkdB8Y,100,110
YnXpsJMqewo,30,40
YnpGmd_npAw,110,120
Ynxg0xnrLZ0,310,320
Yo1ZJ7VDvd0,520,530
YoOd68UbZFo,310,320
Yp3dpKDbisk,220,230
Yp7E3t7_nTc,30,40
Yp7Wb-z9uiE,200,210
Yp8jp9GlsSE,30,40
YpAT7G20zcE,100,110
YpGd1FUqzwY,0,10
YpUQ46pPj4c,0,10
Ypuv3htJlpg,150,160
YqAsph_ouRM,100,110
YqGivcrdNhw,13,23
YqOCXCyjH2o,40,50
YqZNMFyPJOQ,240,250
YqdJZ8zmYTU,160,170
Yr2zdIitWtg,590,600
Yr9C_BSH0AE,30,40
YrCByX3Lm8Y,50,60
Yrb-sbvdwBU,0,4
YrdSmEN1YJY,130,140
YrqdBCxNAMs,320,330
YsDoJJvwXv0,300,310
YsFr8ZFSQOw,360,370
YsG4xIciJ2c,30,40
YsOl6IoUGQI,290,300
YsVIccjlXwM,30,40
YskxakrmawA,50,60
YspCLF2M0Kg,0,10
YssVZMtZNjw,70,80
Yt1czlnCUCg,30,40
YtFB21C39YM,13,23
YtLl-jJLmg0,90,100
YtYjdkTK5oY,0,10
YtmAkYSskwk,10,20
Ytp2zuH4kws,30,40
YtxP3yYuNPw,30,40
YtyprH3j7FY,15,25
YuD7XapNM1k,30,40
YuLzs43Uk54,30,40
YuUhLmhfbS0,60,70
YuXLcvugIPA,380,390
YucI-a0Sw-k,150,160
YuhWWfpv3DM,0,7
YuzaUpylBiI,30,40
Yv1Bpuueo-c,0,10
YvJyelcKRus,23,33
YvOAduVZfJE,380,390
YvT7qFbUOO0,50,60
YvYljb3ox7w,0,10
YvuRJY29cvo,10,20
Yw28B_xflHk,30,40
YwdNnzWmiGc,460,470
Yx7dmtaNbZY,260,270
YxAgqTvPel0,30,40
YxQzJweGS2c,160,170
YxRbaNArrdA,400,410
YxVcJ81cUG8,30,40
YxZuWRiKvZw,40,50
YxbbDLfaO3A,30,40
Yxdd4q90B0E,20,30
YxkYVsE0UdQ,50,60
YxpZFn8EojQ,30,40
Yxt9ASRCnaE,0,5
Yy3dQJYquoY,30,40
Yy4eFPBP75c,16,26
Yy9iFkqGyOw,18,28
YyMFPJ9NYm0,0,10
YyVVGAZhii0,0,10
YyYEzAY2e2I,30,40
YyZ5bXcMDv4,0,10
YyZkOm4Q9Is,30,40
YykyGidfpfw,30,40
Yz1DrC54UGk,190,200
YzPONYTT-fk,60,70
YzWOe_LsEvQ,390,400
YzujOU07RyM,120,130
Yzvo25RkmWI,2,12
Z-4hWL2ceJQ,120,130
Z-TXRCy2X3A,30,40
Z-Vb1Ay-zNA,400,410
Z-uzSgTl_i0,510,520
Z-z-iAhR3IQ,100,110
Z05m7IQ3-b0,110,120
Z0B5rEqfC_Q,50,60
Z0Ck_JzW0Y8,110,120
Z0HFSwKqfeU,510,520
Z0O2r0Dl2T4,120,130
Z0OTDXtjK9M,210,220
Z0oM4laQgfg,17,27
Z0wT7ySAc6U,240,250
Z0xzMng5S9M,390,400
Z18g1Yn2iZE,20,30
Z19UrhnJWyo,140,150
Z1IoYgooQJs,10,20
Z1MUOuRcaYA,140,150
Z1NRQwzkVrQ,10,20
Z1QYasQFH70,510,520
Z1aYw-vOm-o,270,280
Z27ympbuhAw,30,40
Z2EGusDSj8Y,30,40
Z2EZQghr7Mk,550,560
Z2GigaQ4dMo,220,230
Z2MlvaLPrgU,0,10
Z2c1npe5AYY,30,40
Z2cfp85rgdI,150,160
Z2ktexkRb4w,590,600
Z2lkM6Xfwrs,40,50
Z2rMIZs3j8M,0,6
Z2z-AbYMk5Q,30,40
Z3ZbHRSAFWs,8,18
Z3_r-GuAxP8,30,40
Z3jNWaspEZ8,20,30
Z42m0P4i7Ec,40,50
Z45tryfQle4,480,490
Z46Phs4zxvA,100,110
Z4ZPceGRAPc,0,10
Z50fv5t5bK4,50,60
Z5I3qUNg8Xg,140,150
Z5sQqTEvrGc,250,260
Z5wu71zydKE,0,10
Z6mHCho5Kq8,30,40
Z6q5doznOcI,340,350
Z7VrVLbSvYE,0,2
Z7mTSnlaWps,150,160
Z80Jfb8DMcs,0,7
Z8Hi8KN4sNo,30,40
Z9Eo6INrPW4,280,290
Z9J-QsBcZs8,90,100
Z9KIATVI1do,30,40
Z9q39C0FxXs,230,240
Z9r6Ebo9EW0,11,21
ZA4QUixLY04,30,40
ZAT2_-x59pY,10,20
ZATT-lLCur0,120,130
ZAgh7zo2z4k,30,40
ZAjeW-QbPb4,30,40
ZAv-8p9R3zI,320,330
ZB3Lbdefb4I,30,40
ZBEhTIdIb4g,30,40
ZBTLBwXPo2E,260,270
ZBeEWtS7FH0,30,40
ZBt1moIlgH0,30,40
ZBzNxwQk9XE,0,10
ZCGX32-8FQs,20,30
ZCKxZ4WaM3w,30,40
ZCKzgf3QD4M,390,400
ZCLPMxd05Ws,60,70
ZCR7qJ2IgGI,60,70
ZCRNlyicstk,80,90
ZCfOxjm4P9Q,10,20
ZCgE23s5bt0,30,40
ZCsbHqKftSQ,40,50
ZCvGGuN8a9k,30,40
ZD6bQ3DQSLA,210,220
ZDB9fuxt1zc,30,40
ZDCIKxL-hEY,40,50
ZDPqrA4-jK0,30,40
ZDXdfTiynus,50,60
ZDlbmp_qaa8,140,150
ZDqn4RgvUdQ,0,10
ZDrgMLTZd60,400,410
ZDusM6OE1DE,40,50
ZE0f_S44O7M,180,190
ZE31tSch9Lk,380,390
ZECf-tMu4-w,130,140
ZEN8_GtW_UQ,30,40
ZEQHrEHoLHk,10,20
ZETkBm8uqE8,10,20
ZEbjwwVKzaQ,15,25
ZEnwK44n2Vk,320,330
ZF8uHVu4Res,160,170
ZFG9jHrLtBE,70,80
ZFJBqLt8lYA,450,460
ZFNvA_LauRo,30,40
ZFOuNbIEsKk,190,200
ZFZWNH6fnFU,10,20
ZFg6KpT5ehU,90,100
ZFue2JOSEqc,210,220
ZFyMMMWIVmk,30,40
ZGBVOTaiytI,30,40
ZGIeTq8W-Uw,0,10
ZGNVQpRqZ4Y,50,60
ZGO-AFCZVWY,200,210
ZGSwqleRElY,380,390
ZGf0vrZStwI,30,40
ZGfGiVauGL4,0,10
ZH8VGGvZBok,50,60
ZHSPLH5-zvw,50,60
ZHqKsws74O4,590,600
ZHsAU90h8oc,130,140
ZI-J_EIPxXA,200,210
ZIF84Cq9ae0,0,10
ZIT1maeaOPI,50,60
ZIfV3LXtn2k,80,90
ZJ0LOJiCrQg,110,120
ZJ2AHS3pVro,7,17
ZJC1zEC8G88,350,360
ZJHYcKzMbLA,30,40
ZJoj0aNr1LQ,290,300
ZK0nR3j1pAY,0,10
ZK3bYlekfm0,310,320
ZK5M3DZejzk,30,40
ZKNPwvbt1M0,90,100
ZKfhW6JG3C8,30,40
ZKtB1REW5VM,220,230
ZL-c-0D_LIk,310,320
ZL1jIvl_ymo,40,50
ZLHKYeoCtyA,160,170
ZLJ2FJnty64,450,460
ZLTOJmQuxNE,290,300
ZLX0rdNJsww,200,210
ZLZiPLEJ5D0,20,30
ZM0imDMXuw8,100,110
ZM6krn037N4,70,80
ZMFDlZjm1as,0,8
ZMFF8qfgwW0,250,260
ZMKFhw5vfdg,70,80
ZMiF2c7AMj4,30,40
ZMpq7U5zwrM,11,21
ZMqvgkdkmJI,20,30
ZMv3OB6XHvQ,30,40
ZN0HSZLPjPw,0,10
ZNGJN30LCwM,30,40
ZNRfTzRWsMg,120,130
ZNUTbWD5ddE,30,40
ZNX-7j3e7Xk,20,30
ZNYap0-4vJw,30,40
ZNiEnYQIh50,30,40
ZNlciK_2qCA,120,130
ZNvM9vqV6Es,20,30
ZNxAlM9Vp4Q,130,140
